channelid,subscriber_lifetime,views_lifetime,life_uploads,catid,category,View_range,upload_range,last_30_eng,last_30_views
UC3Et46veo_T3V3n8vs8Y9oQ,147993,6552356,58,26,Howto & Style,medium,low,3,9934
UCYuyNiSvmbfF3jdBU8gpx4g,148014,2965510,53,22,People & Blogs,medium,low,1,7658
UClxlHSxeK2SvX9OJa4ugCjQ,148018,30056147,121,24,Entertainment,high,low,1,10231
UCONUqOyyG4t6gX05bEJN87A,148025,46797683,1595,26,Howto & Style,high,medium,1,20079
UCp9TZ2gBhkJjjRwuUvV-sSg,148098,42841015,806,28,Science & Technology,high,low,1,4938
UCO0eop7jbAxaowFT-VoX4rA,148154,86654218,623,24,Entertainment,high,low,20,8054
UCd6j-VwOfOE-l5b50LOSwlQ,148193,25290216,67,27,Education,high,low,2,48495
UCNaRZ0EUKPnrkr_wPC2cb_Q,148221,37971692,45,24,Entertainment,high,low,4,280418
UCtKAQhsa1D_zKbc3yZmwARQ,148316,9638939,709,27,Education,medium,low,1,19996
UC3mNE3eZaOElBLUBd4Zw7gA,148354,27307586,431,22,People & Blogs,high,low,2,54191
UCijxQ22CFEmjqfmr9Ehncgg,148374,13246337,136,22,People & Blogs,high,low,1,28437
UCrsw8dF3AOFo-HxmlyqTaUQ,148375,44305584,4,23,Comedy,high,low,1,5706
UCfAz3AA3Y2KWdU5h6ThrUnA,148488,19599154,46,17,Sports,high,low,1,12122
UCCUHO0PDIEwTL0zxx_wKNTg,148490,8218100,3817,27,Education,medium,medium,208,8185
UCVYfwAH5js8jFEC1MWp_ffQ,148561,9588674,40,27,Education,medium,low,2,5780
UCICgZCUy8adAVm4a1Aq8ZMg,148586,21270609,911,26,Howto & Style,high,low,4,7550
UC8i0NE5VaSwq9ICcEcZwatg,148622,39815270,657,24,Entertainment,high,low,2,-146665
UCWHh3HSW797mjxuQ0nbJ-aw,148642,2682844,11,24,Entertainment,medium,low,3,-248
UCDAybw75Ag8qxFWdNZXkSFw,148644,5026896,65,22,People & Blogs,medium,low,1,28497
UCe5GSgmWJvpn6dcBFFt6oOg,148673,45348887,172,24,Entertainment,high,low,2,12811
UCR3xusmlQ7Ljz8R7AB0umZw,148697,46564757,150,26,Howto & Style,high,low,1,25732
UCEu502vFxm_7G13bPrzPhlA,148777,41762337,23023,28,Science & Technology,high,high,205,12509
UCWdeyiTcwjboM3qLcBPJThQ,148791,8034122,384,27,Education,medium,low,8,22222
UC_xYALq063ZWm-26IeG9cCQ,148869,17329361,793,26,Howto & Style,high,low,1,8558
UCeNP3dAy9_A32IWYZq_PZMQ,149006,21445822,12428,25,News & Politics,high,high,55,54256
UCQDq18areWidgY7NrNsj9qA,149019,5208223,294,22,People & Blogs,medium,low,1,13303
UCgYaN2HZjtJ3b4raYup2J7w,149062,15742057,109,24,Entertainment,high,low,2,5086
UCkOC1Cv2Xvae7-7TMmvxNcA,149132,12383993,163,22,People & Blogs,high,low,1,24018
UCbP2HeYGC3kfHjHLMPplZuQ,149158,18746615,599,27,Education,high,low,6,735
UCmzsSbFbWqDRNDem1idwNyQ,149163,29582028,3518,22,People & Blogs,high,medium,2,12989
UCZ8zCN7uIjVEyyhSjc7X1KA,149165,33783535,2320,27,Education,high,medium,1,4739
UCIQ4woe-ADvkPvrV7on1_mA,149208,14266940,107,22,People & Blogs,high,low,14,15648
UC8r42zm35aG0PfvZF-Hteyw,149258,9684972,293,27,Education,medium,low,5,6468
UCm-EPfZgP_gy8n0ry8mFHaA,149273,9118382,679,27,Education,medium,low,4,23326
UCPnWVv7t02tFZmUO96HvtoA,149293,21787835,53,24,Entertainment,high,low,9,3620
UCG6gL3FXK94ZnDWHFIQVDYw,149327,14734944,127,24,Entertainment,high,low,4,9624
UCgjKoxF0smCvd0JpraXRXCw,149402,38096457,4385,25,News & Politics,high,medium,5,14356
UCvFjzxKepgPcXG4sn1Y2zhQ,149445,53427520,1067,10,Music,high,medium,9,23683
UCs19zwOLwqklbgOUbqLsFeA,149515,19031221,581,20,Gaming,high,low,23,22083
UCVZy3XYv06F-dWzOuz3WjjA,149517,4501869,33,24,Entertainment,medium,low,3,54311
UCmJkvPzXYhSbEKNSRSHJTIA,149642,12838027,13,10,Music,high,low,2,32763
UCEGfARSBJ7ITx0hTuo240WQ,149700,46909539,28,24,Entertainment,high,low,1,-138370
UCBjB4rKxrxGZmb7aekNJBOQ,149751,24355110,72,24,Entertainment,high,low,2,7197
UCgx9-lm8jeaoXBZ-o_YxNdg,149848,102003006,47,1,Film & Animation,high,low,1,4722
UCCw7Wrve43WH-BVY0TWY53g,149924,51092519,329,10,Music,high,low,4,8445
UCAwv_EtbjgwQwezrS4z9WMQ,149928,12738405,326,24,Entertainment,high,low,1,4784
UCtypoKy2fwBBLyzEIcmu7UA,150019,21098915,78,24,Entertainment,high,low,4,5897
UCFtR8ZzJ62piP5Ld0VvWbaQ,150041,14639082,85,24,Entertainment,high,low,6,42903
UCpZTQDhT0zsloLq3Ccd13og,150051,12905030,55,24,Entertainment,high,low,3,14491
UCuUW2aVnbUH5wSoM2Dh6oaQ,150075,32584301,117,1,Film & Animation,high,low,4,29901
UC8QloH56ijz8B6fgAvFJKvQ,150183,7054011,192,26,Howto & Style,medium,low,19,24499
UCXncuNBazBuHuUZpqogJLng,150189,13653249,229,25,News & Politics,high,low,3,17501
UCrxGiLZ6q4Aet0ad9DCE8og,150233,24817725,2038,22,People & Blogs,high,medium,1,53849
UC_b-_sxiL3pK63fwKen8TIw,150268,8809817,62,28,Science & Technology,medium,low,2,16333
UCUAX-vkqwif3a4c1M4ZS89Q,150287,44143701,1217,22,People & Blogs,high,medium,2,9669
UCOSDZEBYB6vVgYM46qgxSPA,150323,15244269,185,26,Howto & Style,high,low,1,7915
UCjIruuYxcFrhfG2NhUDPQzA,150334,40150148,666,10,Music,high,low,14,22680
UCe-YV62nJfAJbbpC1hE9jsQ,150347,76012674,2484,22,People & Blogs,high,medium,16,18605
UCZdQCmppEOGUz3kFtjwFF7g,150376,6379035,61,22,People & Blogs,medium,low,3,251139
UCp9E2xr3-Y3SjqUt7hsLw4w,150548,38188106,231,26,Howto & Style,high,low,1,7943
UC2dguLGQRAIaXA4yum4G9qw,150596,32729141,463,24,Entertainment,high,low,1,18470
UCBcs5UlK5lRGbKk69x4C4Kw,150645,35760378,687,2,Autos & Vehicles,high,low,38,4111
UCRMSSZol23R05jsONAjSGWg,150672,19718837,509,22,People & Blogs,high,low,2,17426
UCFLThAQKBzF-zYV_MtR7t4A,150787,16537346,355,26,Howto & Style,high,low,6,16674
UCDtLiFSrUdjxztQ7QlDrFBw,150813,36974568,512,10,Music,high,low,24,16844
UCHJ9v9EnSN-UilnMGWTlJRQ,150919,34998010,1057,10,Music,high,medium,32,11000
UCMTHH5cBUMY9x6lNsc5te3w,151070,8721175,44,1,Film & Animation,medium,low,2,8194
UCDWLdRzsReu7x0rubH8XZXg,151150,29885066,5763,24,Entertainment,high,medium,1,16006
UC2knu5PFPDfLspFMzwEvxQw,151216,6024714,110,2,Autos & Vehicles,medium,low,3,43577
UCp-k_-14nyh_f56oLy0-xeA,151230,11042257,255,22,People & Blogs,high,low,1,29506
UC1JllkUdWRHuPCMGJ7gRtUQ,151239,39797291,346,26,Howto & Style,high,low,6,6010
UCCR0WsCO9ny-QrK2xtlIJ4g,151259,12335663,15,22,People & Blogs,high,low,6,21741
UCeYnRrWHD7q33D6H7JxixAQ,151288,71869563,1999,24,Entertainment,high,medium,40,32328
UCIhda8kTzU1kW5rG07-r6Rg,151358,35140279,95,10,Music,high,low,2,3930
UCkmazsOjo-0QOk1ADXTBOvQ,151378,26965060,222,27,Education,high,low,7,9090
UCGWnoGKRiFNJmDlrkIJCRKA,151398,6714316,164,27,Education,medium,low,46,24351
UCidEd2BcvA2IepL05UZZPQw,151458,12061023,27,23,Comedy,high,low,2,24613
UCl8zB2LZOiLLV0jYUMpTEgA,151565,13212138,575,22,People & Blogs,high,low,44,11410
UC7gBcKzHKc0oOR5-XiWdlFQ,151627,8254351,200,27,Education,medium,low,8,6436
UCET4RqubyJ3Rfr-ZUHHEDwQ,151633,30530365,137,1,Film & Animation,high,low,1,12643
UCQzBf5IL7CFE2PDmffoZGhA,151677,6694944,172,28,Science & Technology,medium,low,1,16694
UCMw0r3shhsRbHbU9Wd6dq4Q,151705,12263701,77,22,People & Blogs,high,low,2,15427
UCbMSInEaxolQ0o-LOoyjtKQ,151797,11795211,163,22,People & Blogs,high,low,6,110000
UChbXRhgaHHuyNUeCtCy5nEA,151812,32517566,150,22,People & Blogs,high,low,1,11382
UCP2JIsLWvpPoS82e49YAAlw,151837,27533959,443,26,Howto & Style,high,low,2,40884
UCjrgUWrrpQ73GiObaeR9WUw,152001,17006570,477,26,Howto & Style,high,low,3,30294
UCgQuGWdHBcFWW-0dk-vYZJw,152019,10630349,216,24,Entertainment,high,low,1,1591
UCyWja1vlp1uh5rfxI_d5YpQ,152029,9051774,54,28,Science & Technology,medium,low,1,847
UC6LBfb9FJELcQ8UZsfylATg,152180,6256100,213,24,Entertainment,medium,low,101,10668
UC4Eb9Ei-bR8MeQTG2pkwiZw,152437,32381601,199,24,Entertainment,high,low,4,56559
UCfHo2xgifdBRwskbLVCHUAQ,152448,3236451,146,28,Science & Technology,medium,low,22,9053
UCMQErXWiJQkORGxiD0s3Hsw,152464,13879914,87,22,People & Blogs,high,low,2,17761
UC7q0N_ED2tzjuudy9P5UO8A,152552,12459864,390,28,Science & Technology,high,low,1,18229
UCzMBnBZZ__khxsIjdlSnlQw,152610,77859686,9551,25,News & Politics,high,medium,2,18737
UCCrfAtgUGF1TifXnB-yhiSQ,152611,25372484,48,26,Howto & Style,high,low,1,53484
UCAF1vryFYnaYhbpvL351ntA,152687,40757940,24065,22,People & Blogs,high,high,4,7631
UCeRR3gl2xCB68ZO7O_z7cmA,152806,7044754,237,26,Howto & Style,medium,low,18,24059
UCFyCGU7WW2BFPMO9eBKD8XQ,152823,38431102,231,10,Music,high,low,1,13851
UCWJVFDOgZgzp902Gv_4lkSA,152833,6418814,247,22,People & Blogs,medium,low,1,8997
UCdJWSUcim5IfrGW-f0RPPlQ,152869,11692505,107,24,Entertainment,high,low,5,23857
UCSRwwQb-oMNAWWAnw0bh27w,152880,31597379,1217,24,Entertainment,high,medium,38,527
UCoN55X9KNLCpNbdhP57Tf1w,152928,22096078,259,22,People & Blogs,high,low,26,14393
UCcEXr6ZzppFU1jEbX42QP1A,153175,15288113,335,26,Howto & Style,high,low,16,46732
UC2AtG9Ewa5o7O0wWuaDIfmA,153192,21298359,97,10,Music,high,low,1,7632
UCt0Bsnv9glgOOUZPocooLsA,153314,60293794,2738,24,Entertainment,high,medium,2,0
UCvfoaZ68JQnXxwa4rDfZnrw,153320,8861089,705,27,Education,medium,low,22,20084
UCgW5_EUKNf0SMeuN4EfXVEg,153446,8984716,245,22,People & Blogs,medium,low,1,14192
UCtuuSv_4r6op5RHDs9HzsqA,153535,71494332,2645,25,News & Politics,high,medium,24,0
UCDE7MoDdJwleaIAd3qFJF1A,153538,9636231,2,23,Comedy,medium,low,2,5263
UC7A2r9_k7hBfAmUz7F5flag,153575,26421883,90,24,Entertainment,high,low,2,12066
UCrvW8uo06Sb0JiJTxSVw4nA,153633,53218257,156,10,Music,high,low,38,12838
UChvXR_w5kthj4CqGDYdKXKg,153739,66055382,836,24,Entertainment,high,low,2,14663
UC1Sq4WjzZltmWr7Tp32Ig3Q,153845,4383805,79,22,People & Blogs,medium,low,5,117760
UCkjOhFI7iv-si5a4EHD4Zww,153883,29212254,268,24,Entertainment,high,low,7,10037
UCG2P5uuWoy_2p1dRLeB6iRg,153887,65000631,1318,19,Travel & Events,high,medium,4,12164
UCwluO7UC6oxTSxhT3r2Y3bg,153906,3238319,280,1,Film & Animation,medium,low,1,633
UC0xDxKep0FSP50w9PHo9_BQ,153993,8692954,465,28,Science & Technology,medium,low,34,56570
UCY5d9fqvDTohI7lyhd1GqtQ,154007,35359019,803,10,Music,high,low,2,15410
UC5u7Jo95JbYEvOKlFgUkm7w,154027,937385,123,24,Entertainment,low,low,29,116
UCLmnb38gWWR2E9h6hP4nBUA,154113,13174970,111,19,Travel & Events,high,low,19,50869
UCCf3YmRvn8hSpL8cEg17mwQ,154120,24645368,230,26,Howto & Style,high,low,35,8738
UCRvrHAyNdOMI_JBkE2pjZtw,154198,4219844,768,27,Education,medium,low,11,12410
UC-E2vJ8DeLkS8FXUgEOzsZQ,154220,33797050,75,10,Music,high,low,7,26660
UCsHc8rgi0019tlR7wDT6iww,154290,6858152,84,22,People & Blogs,medium,low,1,9279
UC_nt7sh97RR4svPHbfheZvQ,154326,15107275,2241,22,People & Blogs,high,medium,2,7247
UCpz8IFWrmV9EpxfukeGsw2A,154387,12153288,177,24,Entertainment,high,low,263,38214
UCFedWSYi8Gjm5OtzdI4FRNg,154556,28222988,33,10,Music,high,low,2,18451
UC0uXLTiXq9OCOKKHYULQmlw,154564,6507208,284,27,Education,medium,low,38,1190
UCSmC99d8wQvNWbqpGcFVumw,154791,46489627,514,24,Entertainment,high,low,1,6959
UCtOirv6sc1gWMCBye2gzkhw,154836,39785177,241,22,People & Blogs,high,low,1,31562
UC1IL9y_yvBRT1GuagyRmERg,154883,4230201,1342,27,Education,medium,medium,20,24653
UC2MjXXJl5d7Mf9rSLwKpM5w,154989,24311889,118,22,People & Blogs,high,low,1,14163
UC2it4vaSnfVsXMMBJ3fWuXA,155008,69758141,21371,25,News & Politics,high,high,5,11399
UCIOSJkjDeeUKmtuMhLcMT3w,155124,23258624,37,22,People & Blogs,high,low,1,70503
UCm88bBE_-k7SusfKB1sAc8g,155175,10603965,3012,22,People & Blogs,high,medium,2,10909
UCv-J53MV7cY8b-xV3oRWrpw,155181,18247955,71,26,Howto & Style,high,low,1,17902
UCR2sSQPzry5Psui61Unmz8A,155191,53570978,1004,27,Education,high,medium,8,11315
UCYicfrJxAQOa55Whw2-oo_w,155193,7762892,70,24,Entertainment,medium,low,2,16247
UC98ZIONUasrB0keTLXodOuw,155277,66537856,1488,24,Entertainment,high,medium,13,20044
UCv65_DW-OzwBgJw99zWJy3g,155288,67469315,83,24,Entertainment,high,low,4,19876
UC5rualJlRwJ8gMHCFGGEKrA,155366,7684754,25,24,Entertainment,medium,low,2,17120
UCuzCSH8XehqgTtXiL_uWweQ,155387,8619463,34,24,Entertainment,medium,low,1,18169
UCvfH3RaugUbIqY-80iOED4Q,155398,9432257,298,22,People & Blogs,medium,low,3,26037
UCZyUcBNolWeePEYh17WJ7mg,155454,40876739,1244,10,Music,high,medium,3,36482
UCoGvVJF1Z4tbnX8UdNE2hZQ,155518,21686100,223,26,Howto & Style,high,low,1,31983
UCn2-RCQNlT4--KeaicCdk1w,155566,31839750,49,10,Music,high,low,1,26653
UCnrqBMKCchEpkDqtPFPAn8w,155620,58778916,8724,24,Entertainment,high,medium,333,21070
UC-tFowwKBQtnMGUta4LHcpQ,155647,9419176,532,27,Education,medium,low,2,11399
UCSvV82oRqAEj4dqodnMn0EA,155665,81301978,133,10,Music,high,low,2,5273
UCpw5302DHQyrwDMI7bCnoHw,155693,4276305,61,27,Education,medium,low,3,22818
UCunW9UcTCT5DhnjyQ_2JAlA,155838,51822335,1881,22,People & Blogs,high,medium,5,103725
UCP60H8BAPWZyb6clkNcqgGA,155909,15938783,349,10,Music,high,low,1,25749
UCNpQXm4eu8N_s8vqg3JTodA,155920,146906440,5355,24,Entertainment,high,medium,323,653
UCWe6_XiKVD4CvK8-h5UVG8A,156115,16469865,691,27,Education,high,low,4,9469
UC5heTJl9HNdi7iaaxT5FHxg,156152,13429831,77,10,Music,high,low,4,4405
UCwkIIek1wsBL5H1zx6tABBQ,156177,11933319,796,26,Howto & Style,high,low,37,9714
UCbAFprxpe2RyI4_KgMXxFEQ,156181,71731338,8651,25,News & Politics,high,medium,2,18290
UCaLr7TlvmpR3HRQXsfjK2LQ,156259,6443499,82,27,Education,medium,low,27,150722
UC0aj6CZnXfv02QeSzD-UAWw,156283,57876292,283,22,People & Blogs,high,low,6,5985
UC4PObhTRTLfzi_bQnc51Yog,156286,12353994,723,2,Autos & Vehicles,high,low,1,9078
UCZF8Pp_Ijh01LD-yYp3SlZQ,156293,30422916,17,10,Music,high,low,1,4135
UCyIEn91ft-C6Pqd5suMFzlQ,156399,44367092,3900,27,Education,high,medium,1,12685
UCI3WTQ69lNt0_3FbyWKkLlw,156444,8566875,497,27,Education,medium,low,1,17384
UCF9IpcBgYvMS3GKkM_xwiqA,156596,42533896,48,1,Film & Animation,high,low,7,170779
UCgkZ0NfSz2sBy_rG3-7OGIQ,156635,6295353,33,22,People & Blogs,medium,low,2,11828
UC7ljGXrUh7zilsEBUePsQ3g,156647,31733345,109,24,Entertainment,high,low,8,24568
UCh59-CkmYGDByGdVQYH7Huw,156697,10930513,472,27,Education,high,low,7,3462
UCwzzoSS7nJ0ZWXrqP0i4yeQ,156704,9663045,71,24,Entertainment,medium,low,1,34722
UC2-9ltNZ_XT0OLzJN1JsJbw,156742,5452443,195,28,Science & Technology,medium,low,3,4156
UCYfMcbLm9HIMobD84oBvvng,156785,73818893,2191,23,Comedy,high,medium,1,2322
UCXdfpWJbhqFDs16T9TsBe0g,156874,44451181,213,24,Entertainment,high,low,8,19994
UCjCyBDj910msVKhchKNl_sA,156895,6213970,39,22,People & Blogs,medium,low,3,11520
UC0Y4ni4YoIQMS5vJapWi-vg,157106,40881756,912,19,Travel & Events,high,low,125,7054
UCFa_jMmE5k7YZijp10po3ew,157152,15624169,389,25,News & Politics,high,low,9,30750
UCEUzEdw4LTp6fsmnm6SOmdg,157182,45537982,278,24,Entertainment,high,low,4,34325
UCvO0ndRuwO8Prftc8rUCWIg,157195,12628184,229,26,Howto & Style,high,low,1,36143
UC9WXzTgk10ncJX1eOxHElCg,157242,58895950,36,1,Film & Animation,high,low,2,36790
UCNzmmbXIbMzlqE8nD1PBXfg,157311,23726880,232,24,Entertainment,high,low,23,225436
UChkldSmdylQA-9MTgc_KN1Q,157329,20774731,61,10,Music,high,low,1,16011
UCPeFjkxBct_10FWrWbb8LiA,157363,22692889,200,22,People & Blogs,high,low,1,5094
UCK4YALcySHCyYa2pEe7t0NQ,157412,11546253,358,24,Entertainment,high,low,12,11565
UCG3Oe2UO-_Ges0NyYHHspNg,157420,27814799,839,22,People & Blogs,high,low,1,13703
UCObqz9gEwhZmouZ685Uk0fQ,157620,17620771,75,24,Entertainment,high,low,1,40767
UCfEDI9M7J3TQygC29XEEzFw,157665,69660249,580,24,Entertainment,high,low,6,12739
UCRTmSft-1I9f0yzTnz32oMg,157929,30154493,507,24,Entertainment,high,low,5,27605
UCbFVBnHSCPGVagvX7wLW-0A,158029,4146002,38,22,People & Blogs,medium,low,1,25757
UCbQvLlINZXYgHwmZCvGWiyQ,158061,7169246,288,28,Science & Technology,medium,low,9,4909
UCLTxpUgKms5Yxi-LcOOxTdg,158068,10417410,107,27,Education,high,low,16,8589
UCKLN9wGq6WfD2JgJk6P7ODQ,158143,25957112,826,24,Entertainment,high,low,54,18381
UCH954w-MBxvhg3hzvFRnuzw,158159,41136887,1551,24,Entertainment,high,medium,7,4839
UCJ2DPOliTQSNWVeJWNWL6JQ,158187,9888589,238,27,Education,medium,low,3,5289
UCokMCTbOSnbXUfmP5u3q1ww,158258,3751301,174,28,Science & Technology,medium,low,4,33160
UCHdYprMFvNvXKCUGMQyWTHA,158328,61888561,110,1,Film & Animation,high,low,1,31258
UCHq2AbcZ7MHFSMY40spuQYg,158365,27410968,1317,26,Howto & Style,high,medium,1,8762
UC0xIEjKP3OM-3zHTusWOIWQ,158643,18409493,330,26,Howto & Style,high,low,16,21365
UCtKke5rfVjwNJWCqQo4R5Jg,158715,39031668,341,22,People & Blogs,high,low,3,39951
UCoZB8RrUaX0SUBHtjBmd7lw,158782,6091431,36,28,Science & Technology,medium,low,1,8260
UCL5eBgz0sXTwGdxIG4F9Jng,158796,85840587,3680,24,Entertainment,high,medium,9,1707
UCV0cVX5p4nlgow146rovsaA,158824,4856338,118,22,People & Blogs,medium,low,1,11624
UC70pKToywlxOGdgIvz8gYqA,158870,86309049,265,24,Entertainment,high,low,2,3069
UC0SzuZwyiDeocaYkrUSJ54w,158903,32032888,257,24,Entertainment,high,low,7,11477
UCBmsbc0HkZJ_-4f2j56XavQ,159206,17628919,284,26,Howto & Style,high,low,30,68974
UCwwqtIwgYqtv_RUl8DKW6vg,159208,7480016,105,27,Education,medium,low,1,8629
UCQ8qFfnqFrLKV69mCkgelSw,159306,3856473,10,19,Travel & Events,medium,low,3,37922
UCQObkI1w-DEMc9XzD5fQRlA,159359,5058843,136,27,Education,medium,low,1,64729
UC5JjCXOnGu4U7lZUAVYnMAA,159381,12395293,71,10,Music,high,low,2,5338
UC55w4h52GwDFLwKerARarGA,159499,11301386,405,22,People & Blogs,high,low,6,13118
UCJQa-XgYkXqcPRmtOdnT0jA,159641,31700542,1282,24,Entertainment,high,medium,16,10614
UCoZS6FTE0s7pQ82TXh3XCfw,159654,22732373,2491,24,Entertainment,high,medium,1,36534
UCQQCC-eRivp5EsSaWxX3dKg,159705,10215598,115,22,People & Blogs,high,low,4,43982
UCtjXR5FGh735EEtn5PoyYNg,159781,14069739,121,22,People & Blogs,high,low,11,10208
UCbiyEAaZVDASz1m3bQlmbCg,159916,5896137,393,27,Education,medium,low,1,10010
UC8QIPqRrkT6y-3u_pGkgUmA,159920,11184480,275,28,Science & Technology,high,low,6,5845
UC1oWBLMoq5M4_Fem34fNxYQ,159929,30245392,1229,10,Music,high,medium,1,16442
UCbu8B6p47B-Z8xC7cyrgh9g,159956,71775225,1881,24,Entertainment,high,medium,1,9025
UCjbJGtcD7PGwcm8UUUBzGaQ,159967,12591805,79,10,Music,high,low,3,6073
UCGGGHMg7fRAjhOAwpYNmwcA,159977,13923628,248,24,Entertainment,high,low,8,47500
UCGRuhKND1XLXmBwIVCNImdQ,160015,46392590,2955,24,Entertainment,high,medium,146,24380
UCRsFOjoCRsWLQPl1xsFFk3Q,160041,28109154,415,10,Music,high,low,1,28444
UCNSkIgYMLDX3tZDNWPnbrDw,160045,11241592,232,1,Film & Animation,high,low,1,16925
UCIppx_eRDndeIIxVfXbLNVw,160244,28119253,1114,22,People & Blogs,high,medium,1,20393
UCLnQ6kriNDpLtke74G7Vfrw,160370,19898980,254,24,Entertainment,high,low,1,-157207
UC3tA2CYQJQm66EPc0vFiUaQ,160471,27400025,894,26,Howto & Style,high,low,28,10306
UCIT5Y3tQ4r_vTBn1rTGbF5A,160503,45028288,1008,10,Music,high,medium,14,14108
UCZF0z6CyEs_e_IXaB57xqSA,160534,30819351,5008,24,Entertainment,high,medium,1,15427
UC0Um8gFJciY_3gtlVD0-d1w,160676,10502106,252,27,Education,high,low,40,16661
UCrBMbqLQK0WfJ4XVF-Dd41A,160680,11950595,448,22,People & Blogs,high,low,1,34428
UC86jhxS1150EOzbLloXqGrg,160725,9502164,744,28,Science & Technology,medium,low,53,29189
UCGORtCiK3OFUD0AfhjNSZkA,160948,41000105,232,26,Howto & Style,high,low,97,13326
UC8567DmojT8Ca3oZQlKip9w,160968,21962526,191,26,Howto & Style,high,low,2,7393
UCxqy64v-HWQqxcwyQbvGP5g,161011,49271300,296,10,Music,high,low,1,8871
UCvJpin0iyIgwWjTcfv2tgyw,161039,13700718,210,22,People & Blogs,high,low,6,11599
UC53vEuFJ17QT1StSAfw653A,161040,17163139,82,28,Science & Technology,high,low,1,5278
UCoHjb9sf2dNQmKtWj78NIXA,161208,21101895,117,26,Howto & Style,high,low,1,10303
UCop-hrU9Dz1zOaGCH88NEsw,161253,8206354,655,27,Education,medium,low,11,21971
UCtO0JBGfHmBRRadsEdzlJng,161537,42294214,4599,24,Entertainment,high,medium,77,20341
UCgUeJ2Gv7rJtMBkQF2Ppn4A,161572,21110590,1756,27,Education,high,medium,1,23597
UC5XFxMo5aRmCpCW2PlS3ajw,161579,81837491,151,24,Entertainment,high,low,1,20470
UCuuK6bZ16P-fYI3RuZheqfg,161611,54054123,247,24,Entertainment,high,low,1,35019
UCibd-2dwylpIARb9DGT_JUg,161698,51389278,1343,24,Entertainment,high,medium,1,9151
UCvTzb4xInkINR1je3-LCuGg,161714,44887670,14967,25,News & Politics,high,high,8,14213
UCE6rHtjAZYkkXHLxo-aIcgA,161786,34057351,45,24,Entertainment,high,low,1,6390
UCsfjZIs4VlxUKzLkqDnQb4Q,161793,21944800,714,27,Education,high,low,5,50034
UCe_ohXOAbnLLCGVqfU1oxDw,161904,57953086,560,26,Howto & Style,high,low,1,3178
UCQKikunkBQHvLQWXo9xyJew,162009,22435573,29,1,Film & Animation,high,low,1,172142
UCfOagsyzQUmkERW-1cqqphQ,162129,5099902,579,26,Howto & Style,medium,low,1,20327
UCUUvkLxCmmqyc2FjbfcQOYw,162231,15096372,12,10,Music,high,low,1,33074
UCI9-3sdWwj9UJnFlNC01HVQ,162571,4800025,356,28,Science & Technology,medium,low,1,24659
UCzszIh4jH06kYp7k_DxhH5A,162603,38181946,1807,24,Entertainment,high,medium,2,11128
UCEgTBd-39tWKFohVs428XXA,162750,30648965,460,10,Music,high,low,3,44392
UCe2JAC5FUfbxLCfAvBWmNJA,162824,10171873,426,22,People & Blogs,high,low,5,36656
UCqLgNTEzrvLep_Gpnd8ppTg,162861,17260920,269,23,Comedy,high,low,6,12389
UCTXoitMnml5ViuIHY73qfpw,162901,9302064,634,26,Howto & Style,medium,low,28,16111
UCMhMOiv7TftjZCr-hdpwJpg,163216,22099194,137,10,Music,high,low,7,17943
UCbFrIJT6pjUoMNa3UNSdYnw,163326,29474721,66,23,Comedy,high,low,8,11380
UCEYlS_Vh7rfT7jIpH5sFlHA,163331,9731790,76,23,Comedy,medium,low,4,34649
UCxrD7Yf1jDbw67fKgkMs7Tg,163373,19179232,105,26,Howto & Style,high,low,1,21241
UCTmo6Mwiw6IXJ-_8Vgzg-tw,163469,48325763,464,24,Entertainment,high,low,64,14451
UC91UHiN7FGWqZpGzXEqbDlA,163633,1730416,10,22,People & Blogs,medium,low,6,15144
UCvqafA-E51boYXqyDnAbydw,163665,7204242,220,28,Science & Technology,medium,low,3,4822
UC5MHSwQ2menwYF2DqKoJsZg,163696,40434142,9031,25,News & Politics,high,medium,218,16953
UCeGa-vSdaxefW7sWtkV_K6A,163771,24559629,206,27,Education,high,low,1,25433
UCOQZiBbxmbPo3euu6ECwFUA,163838,71417872,532,10,Music,high,low,2,13572
UCbAgKfKahvJFTIZXQahtjag,163884,6471353,337,27,Education,medium,low,2,6499
UC2tmFOrxZUVBLggoK6x5vSw,163922,11323148,117,26,Howto & Style,high,low,1,14087
UC-AihpBVoG92jFWDHntF7UA,164056,29963787,2457,24,Entertainment,high,medium,1,30242
UC_CZux7--hHffk8RqoOOGDg,164107,54127960,273,24,Entertainment,high,low,1,81269
UCjFLbIfM6h2G8VCP-waQ6VA,164292,21395498,35,10,Music,high,low,2,70971
UCb3lxF7yShEwR8DzbhSoCXA,164323,33497760,2267,25,News & Politics,high,medium,76,24476
UC6o7qEdDftUpTQz7FiXb-Dg,164363,9378847,195,27,Education,medium,low,2,5282
UCgUCUTn24J636hdjzubDn8A,164382,4737275,144,27,Education,medium,low,5,59778
UCazCAeLQOiVAncqSfQLNtOQ,164505,64102070,1011,23,Comedy,high,medium,198,25279
UC3e4ptGDBPbaGojiai33R6A,164564,16008135,1031,27,Education,high,medium,2,23458
UCqNrRvhgV2Mulm-cW8N01wg,164571,8551242,96,28,Science & Technology,medium,low,4,14880
UCfPk4gam9DDDGnjkWxYR6hg,164601,80566993,12967,2,Autos & Vehicles,high,high,1,25000
UC1AQxIHfL7La2O5bkwLVR8g,164621,7887685,112,22,People & Blogs,medium,low,15,116275
